Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU527,81.53,89,914,7264.6,Unknown,59,10,10,17,Carrier A,906.0,Supplier 1,Bangalore,21,280,5,33.64,Pass,1.050552,Air,Route C,584.07
skincare,SKU528,39.78,86,892,2157.13,Non-binary,56,23,81,17,Carrier B,259.7,Supplier 4,Kolkata,6,311,6,27.37,Fail,3.768999,Air,Route B,308.2
haircare,SKU529,73.2,94,280,7388.54,Male,75,28,57,21,Carrier B,973.65,Supplier 2,Kolkata,15,766,3,88.05,Fail,3.174046,Sea,Route B,487.61
cosmetics,SKU530,74.27,74,142,1209.55,Unknown,96,27,21,22,Carrier A,465.88,Supplier 2,Chennai,26,202,26,61.25,Fail,0.240898,Rail,Route A,337.44
skincare,SKU531,18.38,78,275,6619.38,Male,89,6,73,19,Carrier C,740.86,Supplier 2,Mumbai,4,188,1,43.91,Fail,0.295516,Sea,Route C,586.3
skincare,SKU532,72.48,36,286,3665.38,Male,97,9,5,11,Carrier A,945.34,Supplier 4,Delhi,28,200,9,67.98,Pending,1.956232,Road,Route C,577.1
haircare,SKU533,51.8,85,888,7723.83,Non-binary,59,12,78,2,Carrier C,407.36,Supplier 4,Mumbai,10,815,18,32.37,Pending,0.050176,Road,Route B,600.49
cosmetics,SKU534,67.02,94,865,6075.82,Male,55,12,96,8,Carrier C,955.24,Supplier 3,Bangalore,29,326,9,73.36,Pass,2.577112,Road,Route A,303.99
cosmetics,SKU535,69.03,59,369,3697.41,Non-binary,16,23,66,18,Carrier B,66.75,Supplier 4,Mumbai,5,142,16,69.98,Fail,0.568316,Air,Route C,578.69
haircare,SKU536,99.68,17,938,4150.24,Male,78,25,91,25,Carrier B,697.17,Supplier 4,Bangalore,20,918,26,28.9,Fail,0.670226,Air,Route A,116.74
skincare,SKU537,93.07,55,481,9376.08,Male,71,20,55,24,Carrier B,812.14,Supplier 2,Bangalore,21,972,10,24.88,Fail,2.380878,Road,Route B,498.36
skincare,SKU538,82.45,16,136,6386.1,Unknown,53,24,28,19,Carrier C,378.49,Supplier 3,Chennai,29,450,12,64.25,Fail,0.524409,Rail,Route B,228.92
haircare,SKU539,88.83,44,384,1474.62,Male,82,22,81,28,Carrier A,292.88,Supplier 1,Mumbai,12,956,5,25.86,Pass,0.542883,Sea,Route A,395.84
skincare,SKU540,21.29,33,251,1804.02,Non-binary,52,20,49,9,Carrier C,608.45,Supplier 2,Bangalore,14,919,25,69.88,Pass,1.001445,Air,Route C,356.03
haircare,SKU541,6.99,42,433,3785.43,Male,83,14,38,22,Carrier A,588.11,Supplier 4,Bangalore,22,943,8,62.48,Pending,0.998334,Road,Route A,643.11
haircare,SKU542,88.44,5,539,1827.07,Unknown,45,25,18,13,Carrier B,474.08,Supplier 2,Bangalore,16,223,12,38.08,Fail,1.147525,Rail,Route A,833.56
skincare,SKU543,84.67,41,984,9816.97,Female,22,3,44,21,Carrier C,919.21,Supplier 1,Kolkata,2,858,5,22.99,Pass,1.270081,Air,Route C,317.3
skincare,SKU544,43.8,9,301,3728.76,Female,27,5,43,24,Carrier B,675.61,Supplier 2,Mumbai,13,429,27,81.83,Fail,2.000025,Rail,Route C,869.09
haircare,SKU545,60.93,36,194,5183.82,Male,54,20,50,26,Carrier A,748.88,Supplier 4,Delhi,2,775,5,21.29,Fail,4.411558,Rail,Route B,537.13
cosmetics,SKU546,21.8,87,987,7299.69,Non-binary,13,13,29,2,Carrier B,816.93,Supplier 5,Bangalore,17,379,2,40.52,Fail,4.489721,Road,Route C,161.63
skincare,SKU547,77.8,5,310,8513.17,Male,31,3,44,3,Carrier A,830.98,Supplier 4,Bangalore,28,560,20,42.62,Pending,3.434356,Rail,Route A,736.65
skincare,SKU548,49.31,40,386,7384.83,Non-binary,15,18,61,20,Carrier B,684.15,Supplier 5,Bangalore,17,118,9,48.98,Pass,0.970742,Air,Route B,555.55
cosmetics,SKU549,73.51,45,220,3006.63,Non-binary,17,15,91,25,Carrier C,515.74,Supplier 3,Bangalore,22,156,11,58.97,Fail,4.89818,Rail,Route C,902.85
cosmetics,SKU550,16.44,66,125,7351.14,Male,75,16,96,10,Carrier C,644.81,Supplier 3,Bangalore,12,263,11,57.66,Fail,2.193547,Sea,Route A,687.15
skincare,SKU551,43.32,62,574,7836.21,Female,23,2,86,16,Carrier C,562.18,Supplier 2,Chennai,4,654,19,33.2,Fail,1.15727,Rail,Route B,802.43
skincare,SKU552,41.81,6,918,5055.21,Female,3,6,60,17,Carrier A,214.89,Supplier 1,Bangalore,26,705,5,26.61,Fail,1.380673,Road,Route B,849.9
haircare,SKU553,33.28,76,475,9110.95,Female,40,18,94,16,Carrier A,469.62,Supplier 2,Kolkata,7,780,23,20.32,Pass,2.414136,Rail,Route C,586.18
haircare,SKU554,61.17,31,243,6941.59,Female,25,6,94,5,Carrier C,762.81,Supplier 5,Chennai,2,328,22,23.65,Pending,0.104706,Road,Route C,727.66
skincare,SKU555,77.62,30,122,5301.37,Non-binary,30,9,90,17,Carrier A,55.49,Supplier 2,Bangalore,8,876,17,38.98,Pending,1.99317,Road,Route B,661.16
cosmetics,SKU556,12.1,54,586,8049.79,Unknown,47,10,29,14,Carrier C,100.58,Supplier 2,Bangalore,5,166,5,75.79,Pass,0.688934,Rail,Route A,573.02
cosmetics,SKU557,19.08,67,161,6619.34,Unknown,76,10,37,13,Carrier C,947.55,Supplier 4,Chennai,6,689,5,48.86,Fail,4.006183,Sea,Route B,781.46
skincare,SKU558,56.89,49,805,6633.9,Unknown,23,27,11,9,Carrier A,849.93,Supplier 2,Bangalore,13,885,20,73.83,Fail,0.099916,Road,Route C,759.27
cosmetics,SKU559,41.46,9,700,5225.82,Non-binary,13,4,24,24,Carrier A,516.25,Supplier 4,Bangalore,7,946,24,72.06,Fail,4.772634,Air,Route C,819.15
haircare,SKU560,14.47,36,330,5899.9,Male,64,12,46,13,Carrier A,404.29,Supplier 5,Chennai,3,904,23,76.82,Fail,3.182821,Rail,Route A,639.34
cosmetics,SKU561,12.02,33,807,9582.0,Male,74,26,62,18,Carrier A,236.57,Supplier 1,Delhi,7,789,27,71.02,Pass,2.383611,Rail,Route B,453.28
skincare,SKU562,28.09,6,334,3237.79,Unknown,90,3,25,26,Carrier C,740.93,Supplier 3,Delhi,24,521,8,76.08,Pending,3.498986,Air,Route B,681.86
skincare,SKU563,76.78,52,999,6733.5,Male,27,15,41,17,Carrier A,188.69,Supplier 3,Delhi,27,852,26,51.95,Pending,0.314002,Rail,Route B,662.17
cosmetics,SKU564,39.12,66,442,4252.41,Non-binary,39,17,60,18,Carrier A,320.87,Supplier 2,Chennai,4,250,8,47.54,Pending,4.680296,Air,Route C,139.12
cosmetics,SKU565,97.54,19,843,5093.11,Non-binary,92,15,40,16,Carrier A,981.83,Supplier 4,Bangalore,4,842,20,45.12,Pending,2.353426,Sea,Route B,413.0
haircare,SKU566,21.46,47,627,2217.48,Unknown,31,9,45,19,Carrier C,268.51,Supplier 5,Mumbai,6,394,6,96.34,Pass,2.397911,Rail,Route C,736.22
cosmetics,SKU567,9.94,63,740,2336.98,Non-binary,53,18,20,25,Carrier B,736.36,Supplier 5,Kolkata,7,719,10,44.01,Fail,2.408304,Air,Route B,990.59
haircare,SKU568,41.58,2,803,7512.66,Non-binary,12,4,41,16,Carrier B,277.06,Supplier 5,Kolkata,10,650,6,50.61,Pass,2.044541,Rail,Route A,523.44
skincare,SKU569,90.38,43,186,3599.46,Non-binary,98,8,66,15,Carrier C,654.04,Supplier 5,Bangalore,12,153,8,57.06,Pending,3.333228,Sea,Route C,576.52
haircare,SKU570,9.04,38,920,1348.72,Female,93,17,21,1,Carrier C,802.17,Supplier 3,Bangalore,2,965,25,31.14,Fail,2.754789,Rail,Route A,722.06
haircare,SKU571,51.27,98,531,9919.61,Male,54,16,5,20,Carrier C,752.85,Supplier 3,Mumbai,7,893,28,81.31,Pass,0.500298,Air,Route C,490.55
skincare,SKU572,84.84,52,382,5766.29,Female,83,18,38,27,Carrier A,762.23,Supplier 5,Mumbai,17,426,13,41.71,Pending,1.858035,Sea,Route C,180.59
cosmetics,SKU573,74.48,4,233,5631.5,Female,70,17,62,16,Carrier A,365.05,Supplier 5,Delhi,27,254,3,38.18,Pass,2.469125,Air,Route C,919.57
cosmetics,SKU574,60.26,87,153,4266.53,Unknown,80,25,81,19,Carrier B,669.6,Supplier 3,Kolkata,21,129,12,52.87,Fail,3.975379,Sea,Route A,846.92
skincare,SKU575,66.89,11,138,1878.49,Non-binary,14,29,78,6,Carrier A,627.72,Supplier 5,Delhi,1,843,17,29.79,Fail,4.364379,Rail,Route A,509.01
skincare,SKU576,57.38,22,915,3953.73,Female,32,12,86,28,Carrier A,631.76,Supplier 1,Delhi,13,822,14,68.31,Fail,4.757965,Road,Route B,229.32
skincare,SKU577,26.13,39,205,2810.9,Male,61,20,98,22,Carrier C,883.26,Supplier 2,Kolkata,11,988,7,77.79,Pending,4.085597,Air,Route C,946.98
skincare,SKU578,51.37,92,231,1138.45,Male,11,4,78,13,Carrier A,485.82,Supplier 3,Bangalore,9,681,24,74.47,Fail,1.62047,Sea,Route C,226.03
haircare,SKU579,51.73,77,973,9117.79,Female,98,8,40,15,Carrier C,393.34,Supplier 5,Delhi,23,519,10,40.42,Pending,2.093992,Air,Route C,596.25
haircare,SKU580,88.73,8,358,7553.36,Male,90,4,60,7,Carrier C,653.79,Supplier 5,Mumbai,22,350,6,90.32,Pending,0.980653,Road,Route A,281.8
skincare,SKU581,30.41,21,14,8659.5,Male,34,4,8,17,Carrier A,517.98,Supplier 3,Delhi,18,923,25,23.08,Pending,2.497322,Air,Route C,482.26
cosmetics,SKU582,97.9,13,307,4229.71,Male,12,26,62,22,Carrier A,145.07,Supplier 4,Bangalore,8,975,11,31.64,Pass,1.40415,Sea,Route A,957.99
haircare,SKU583,47.58,20,362,7081.36,Male,97,29,67,26,Carrier C,770.51,Supplier 4,Bangalore,22,665,14,99.53,Fail,3.597621,Air,Route A,978.99
skincare,SKU584,80.0,10,323,2265.67,Male,78,7,79,19,Carrier C,715.06,Supplier 5,Delhi,22,469,19,64.84,Fail,4.966356,Sea,Route A,944.61
haircare,SKU585,5.02,54,299,3079.14,Male,38,10,39,21,Carrier C,942.05,Supplier 1,Delhi,12,208,6,54.13,Pass,4.416925,Sea,Route A,737.93
haircare,SKU586,47.45,79,710,1718.45,Male,9,17,63,21,Carrier C,308.88,Supplier 1,Kolkata,21,913,29,36.52,Pending,4.949355,Rail,Route C,839.07
haircare,SKU587,7.99,31,101,5050.46,Male,74,15,68,20,Carrier C,211.16,Supplier 4,Delhi,27,935,2,34.73,Pass,0.861335,Sea,Route A,868.19
cosmetics,SKU588,40.84,76,117,3771.05,Non-binary,31,13,53,10,Carrier A,787.0,Supplier 1,Chennai,15,687,29,53.66,Fail,4.880111,Road,Route A,134.31
cosmetics,SKU589,70.44,83,382,6143.31,Unknown,20,10,44,13,Carrier A,860.36,Supplier 1,Bangalore,23,493,10,66.37,Pending,2.953905,Air,Route B,593.85
skincare,SKU590,29.24,26,396,2807.1,Male,83,15,74,1,Carrier B,733.84,Supplier 1,Mumbai,28,540,13,44.48,Pass,2.056519,Air,Route C,466.94
cosmetics,SKU591,55.41,71,975,4466.96,Unknown,33,2,13,9,Carrier B,229.18,Supplier 1,Mumbai,29,602,20,32.84,Fail,1.067611,Sea,Route A,113.57
skincare,SKU592,98.03,91,202,2378.88,Male,45,24,3,8,Carrier A,493.22,Supplier 5,Mumbai,13,443,5,25.86,Pass,1.717689,Rail,Route B,619.09
haircare,SKU593,66.78,78,432,4185.06,Female,70,24,26,14,Carrier C,352.48,Supplier 3,Mumbai,16,589,28,43.17,Pending,3.794492,Sea,Route B,808.53
skincare,SKU594,68.6,19,691,4913.39,Unknown,10,8,69,15,Carrier B,351.94,Supplier 2,Mumbai,18,185,10,34.06,Pending,4.349213,Road,Route C,330.4
cosmetics,SKU595,63.28,15,196,2402.97,Non-binary,90,7,89,17,Carrier A,206.91,Supplier 1,Mumbai,24,735,24,82.61,Fail,2.357026,Air,Route B,404.39
cosmetics,SKU596,7.7,14,732,8441.04,Unknown,64,9,59,24,Carrier C,927.69,Supplier 4,Bangalore,15,760,6,67.36,Pending,3.798538,Rail,Route A,826.37
cosmetics,SKU597,65.95,38,122,3527.79,Non-binary,28,27,47,21,Carrier B,215.56,Supplier 1,Delhi,12,185,14,50.48,Pass,1.34768,Rail,Route A,642.48
cosmetics,SKU598,96.02,86,326,3497.79,Male,38,19,47,25,Carrier A,435.27,Supplier 2,Chennai,28,918,11,20.61,Pass,3.4657,Sea,Route B,820.5
skincare,SKU599,10.01,70,596,4064.49,Unknown,91,29,24,7,Carrier A,666.53,Supplier 4,Delhi,2,479,26,50.84,Fail,1.664715,Rail,Route C,919.1
skincare,SKU600,93.65,80,977,1842.0,Non-binary,38,28,27,11,Carrier B,453.85,Supplier 4,Chennai,18,174,24,54.82,Pending,3.103919,Road,Route B,177.32
cosmetics,SKU601,15.86,76,495,2074.19,Female,53,7,11,16,Carrier A,430.73,Supplier 5,Kolkata,21,290,3,31.98,Fail,3.071668,Sea,Route C,344.52
skincare,SKU602,26.96,20,965,2176.48,Non-binary,65,24,34,20,Carrier A,357.3,Supplier 4,Bangalore,29,733,9,35.34,Pass,4.649996,Rail,Route A,300.19
skincare,SKU603,25.57,68,350,3868.19,Non-binary,3,18,1,28,Carrier A,122.04,Supplier 3,Kolkata,12,642,6,42.97,Pass,2.400444,Road,Route B,740.89
cosmetics,SKU604,16.27,22,8,8678.7,Unknown,3,5,70,26,Carrier C,689.41,Supplier 1,Kolkata,2,653,8,24.2,Pass,0.525117,Rail,Route C,796.13
haircare,SKU605,84.91,71,525,5224.06,Male,31,26,25,4,Carrier C,802.07,Supplier 2,Bangalore,27,798,2,51.98,Fail,4.653449,Sea,Route A,927.03
cosmetics,SKU606,22.9,75,889,5143.45,Unknown,54,9,8,27,Carrier A,330.28,Supplier 2,Delhi,24,822,29,61.13,Pass,0.078104,Rail,Route B,309.4
haircare,SKU607,69.53,76,685,7209.19,Male,63,6,56,2,Carrier C,174.81,Supplier 4,Delhi,13,878,13,54.59,Fail,2.821781,Sea,Route C,960.1
skincare,SKU608,76.9,50,925,2951.28,Non-binary,22,5,40,19,Carrier C,242.57,Supplier 5,Bangalore,12,651,14,71.39,Pending,4.475076,Rail,Route B,793.8
cosmetics,SKU609,41.05,56,933,6729.85,Female,19,14,7,2,Carrier A,232.91,Supplier 4,Mumbai,21,469,21,78.39,Fail,4.321454,Air,Route C,482.76
cosmetics,SKU610,48.31,12,618,3996.62,Female,67,17,48,22,Carrier A,947.76,Supplier 2,Mumbai,16,620,11,53.17,Pass,2.165732,Air,Route C,163.93
cosmetics,SKU611,52.45,16,585,2068.17,Male,58,16,35,25,Carrier B,754.88,Supplier 4,Chennai,7,962,10,84.04,Fail,4.345717,Sea,Route C,833.86
cosmetics,SKU612,78.5,83,92,1618.56,Unknown,60,16,35,15,Carrier C,705.91,Supplier 2,Kolkata,19,399,13,44.06,Fail,1.965172,Air,Route B,411.88
haircare,SKU613,80.86,40,7,3485.7,Female,4,3,47,21,Carrier A,754.98,Supplier 2,Kolkata,25,702,22,85.57,Fail,2.082687,Air,Route C,126.76
skincare,SKU614,17.95,93,69,3781.79,Male,21,5,81,12,Carrier A,844.55,Supplier 5,Delhi,5,538,17,44.52,Pass,4.594742,Sea,Route C,553.6
haircare,SKU615,8.45,74,847,2139.26,Unknown,52,27,80,26,Carrier A,655.38,Supplier 4,Chennai,8,519,1,72.2,Pass,4.68446,Rail,Route A,392.31
cosmetics,SKU616,25.79,13,56,3922.05,Male,19,27,27,6,Carrier C,60.16,Supplier 1,Chennai,18,615,26,86.37,Pending,2.987688,Sea,Route C,289.56
skincare,SKU617,71.86,87,739,3988.95,Unknown,4,12,19,21,Carrier C,261.4,Supplier 5,Delhi,10,242,5,83.4,Pass,0.06736,Sea,Route C,915.17
skincare,SKU618,74.36,16,697,4588.94,Non-binary,81,17,21,18,Carrier C,896.42,Supplier 2,Mumbai,22,924,22,73.17,Pending,1.849911,Air,Route B,447.55
cosmetics,SKU619,51.64,99,826,8051.92,Male,74,19,62,24,Carrier A,549.66,Supplier 2,Chennai,21,853,1,25.91,Pending,1.786074,Air,Route B,176.42
haircare,SKU620,13.36,11,435,6002.6,Female,5,4,51,19,Carrier B,516.49,Supplier 4,Kolkata,16,250,27,52.61,Pending,2.287959,Rail,Route B,883.95
skincare,SKU621,75.31,55,306,1924.77,Female,55,3,52,9,Carrier C,894.16,Supplier 3,Delhi,15,907,24,89.5,Pass,1.726373,Air,Route A,787.86
skincare,SKU622,6.97,50,83,7617.67,Unknown,68,26,90,19,Carrier A,67.74,Supplier 2,Bangalore,21,404,25,33.42,Pending,0.482673,Sea,Route A,672.85
haircare,SKU623,79.48,29,992,1969.25,Male,66,8,39,18,Carrier A,501.39,Supplier 3,Mumbai,2,612,18,55.91,Fail,1.436313,Road,Route B,607.52
haircare,SKU624,34.64,38,965,2129.92,Female,62,21,47,24,Carrier C,772.94,Supplier 1,Chennai,28,878,16,65.47,Fail,4.989631,Road,Route B,754.6
skincare,SKU625,99.17,12,621,3128.54,Non-binary,57,29,64,22,Carrier C,193.67,Supplier 4,Bangalore,24,229,23,60.8,Fail,2.376867,Sea,Route A,814.37
cosmetics,SKU626,63.59,33,197,6183.59,Female,93,1,96,10,Carrier A,114.23,Supplier 2,Mumbai,6,502,4,43.78,Pending,2.218128,Rail,Route C,565.15
cosmetics,SKU627,72.9,81,503,4400.95,Non-binary,81,20,91,11,Carrier C,837.33,Supplier 5,Chennai,16,955,13,75.53,Pending,2.321216,Road,Route B,264.07
haircare,SKU628,76.89,12,798,5915.57,Unknown,66,1,43,14,Carrier B,701.88,Supplier 5,Chennai,12,524,23,87.28,Fail,0.032927,Road,Route A,113.71
skincare,SKU629,97.01,70,602,7047.92,Unknown,7,10,71,15,Carrier B,451.71,Supplier 3,Mumbai,25,687,18,96.34,Fail,2.234675,Road,Route A,257.16
skincare,SKU630,60.44,5,301,6906.13,Male,85,23,92,11,Carrier C,152.35,Supplier 5,Kolkata,28,313,7,95.76,Pass,0.420827,Road,Route C,820.2
skincare,SKU631,53.35,83,453,7498.95,Female,51,3,68,28,Carrier B,597.42,Supplier 4,Kolkata,15,902,18,66.97,Pass,3.975952,Air,Route B,388.22
skincare,SKU632,9.61,22,728,8823.57,Female,39,12,5,5,Carrier C,478.03,Supplier 2,Mumbai,25,637,18,68.65,Pending,0.449313,Air,Route A,380.95
haircare,SKU633,51.31,51,612,5080.04,Female,30,25,57,20,Carrier B,630.64,Supplier 2,Mumbai,24,413,11,42.72,Pass,2.879399,Rail,Route C,441.36
skincare,SKU634,15.22,9,468,1574.37,Unknown,25,19,17,28,Carrier A,870.81,Supplier 5,Kolkata,13,106,17,21.61,Fail,1.337692,Air,Route C,246.27
cosmetics,SKU635,57.17,62,919,4765.83,Male,34,20,38,29,Carrier A,225.91,Supplier 2,Kolkata,24,414,11,77.4,Pending,1.077935,Air,Route C,437.06
haircare,SKU636,64.52,76,493,3376.89,Male,60,6,10,20,Carrier A,250.69,Supplier 2,Mumbai,10,605,11,26.44,Pass,1.674712,Road,Route B,279.92
cosmetics,SKU637,65.96,2,817,5361.49,Non-binary,90,7,71,9,Carrier C,860.36,Supplier 2,Delhi,11,628,17,96.71,Pending,0.200678,Sea,Route A,703.49
cosmetics,SKU638,94.57,14,556,5140.65,Non-binary,49,18,72,18,Carrier B,973.59,Supplier 2,Delhi,7,892,22,65.21,Pass,1.025187,Road,Route C,440.25
skincare,SKU639,39.44,26,392,3336.64,Female,80,4,77,10,Carrier B,654.24,Supplier 1,Chennai,11,274,11,71.73,Pass,1.676035,Sea,Route A,173.85
haircare,SKU640,59.06,18,57,2074.09,Female,46,11,56,8,Carrier C,302.59,Supplier 5,Bangalore,17,848,5,60.4,Fail,1.751363,Sea,Route A,349.9
skincare,SKU641,66.31,28,173,3157.85,Unknown,85,28,31,14,Carrier C,140.83,Supplier 5,Mumbai,10,170,20,21.78,Pending,4.143029,Air,Route C,350.37
haircare,SKU642,93.88,21,463,9934.1,Unknown,27,27,39,26,Carrier A,56.29,Supplier 4,Chennai,3,244,23,85.32,Pass,3.332903,Air,Route A,854.93
skincare,SKU643,39.88,67,733,6848.66,Non-binary,1,2,26,1,Carrier A,418.91,Supplier 3,Mumbai,27,439,27,32.8,Fail,1.915622,Air,Route C,638.1
cosmetics,SKU644,71.43,95,201,1685.97,Unknown,96,2,45,11,Carrier A,925.65,Supplier 2,Delhi,26,208,12,44.86,Pending,1.02536,Road,Route B,541.94
haircare,SKU645,58.18,46,520,6023.99,Unknown,18,4,98,18,Carrier A,715.74,Supplier 4,Delhi,14,852,20,47.93,Pass,1.722677,Air,Route B,723.01
haircare,SKU646,87.24,58,16,1221.22,Non-binary,58,9,47,16,Carrier B,344.49,Supplier 3,Mumbai,5,597,5,41.26,Pending,0.501933,Rail,Route A,511.98
skincare,SKU647,15.6,70,817,2985.04,Non-binary,17,27,68,29,Carrier B,650.08,Supplier 2,Chennai,3,549,13,83.38,Fail,2.002278,Air,Route B,667.06
haircare,SKU648,47.21,27,557,9002.42,Unknown,67,16,34,27,Carrier C,258.83,Supplier 3,Delhi,26,481,18,62.28,Pending,2.275929,Rail,Route A,717.19
cosmetics,SKU649,42.5,46,425,1248.17,Unknown,1,25,3,21,Carrier C,745.22,Supplier 4,Mumbai,15,759,6,94.97,Pass,1.425295,Road,Route B,553.3
cosmetics,SKU650,40.19,98,130,6821.33,Male,47,25,86,6,Carrier C,943.72,Supplier 4,Kolkata,9,162,24,47.08,Pass,4.381131,Sea,Route A,790.58
cosmetics,SKU651,67.24,11,387,2888.97,Female,9,12,80,25,Carrier C,59.24,Supplier 5,Delhi,4,470,13,56.7,Fail,0.801313,Road,Route A,195.08
skincare,SKU652,37.2,17,752,7227.14,Male,16,2,61,5,Carrier C,543.08,Supplier 1,Mumbai,12,100,11,43.72,Pending,4.57227,Rail,Route C,306.75
cosmetics,SKU653,5.98,5,473,2480.22,Non-binary,37,4,87,11,Carrier C,946.99,Supplier 4,Chennai,16,816,8,37.59,Pass,3.169436,Air,Route B,422.53
cosmetics,SKU654,93.48,57,479,3188.43,Female,44,20,37,13,Carrier B,939.53,Supplier 3,Bangalore,16,860,7,98.93,Fail,4.900456,Air,Route A,510.8
cosmetics,SKU655,85.83,60,276,5031.49,Male,23,26,36,22,Carrier A,900.14,Supplier 2,Kolkata,23,758,11,76.64,Pending,2.953429,Rail,Route C,396.45
haircare,SKU656,80.45,17,369,6606.68,Non-binary,95,22,75,10,Carrier B,555.97,Supplier 5,Delhi,21,302,29,59.66,Pending,3.101804,Rail,Route A,940.51
skincare,SKU657,14.81,64,346,7653.33,Unknown,55,13,45,2,Carrier C,175.68,Supplier 3,Mumbai,8,169,8,37.35,Fail,2.416018,Sea,Route C,128.82
skincare,SKU658,57.0,47,318,4669.3,Female,50,3,16,28,Carrier B,188.26,Supplier 4,Bangalore,15,959,24,72.44,Fail,2.648743,Air,Route C,186.19
haircare,SKU659,33.44,47,108,2644.48,Male,88,15,20,26,Carrier C,912.06,Supplier 4,Kolkata,12,761,14,36.23,Pass,1.638775,Road,Route B,570.75
skincare,SKU660,59.2,29,811,3089.58,Female,90,20,89,24,Carrier B,188.59,Supplier 3,Delhi,7,666,3,95.83,Fail,3.232565,Air,Route A,677.35
haircare,SKU661,75.71,40,59,7620.08,Unknown,5,13,45,24,Carrier B,222.91,Supplier 2,Chennai,20,926,12,93.56,Pending,2.043627,Sea,Route B,617.58
skincare,SKU662,28.51,9,913,3183.36,Unknown,49,1,46,13,Carrier B,375.01,Supplier 5,Delhi,29,388,27,29.97,Pass,4.423072,Air,Route A,869.71
skincare,SKU663,34.38,39,595,5836.11,Female,87,8,10,25,Carrier B,922.1,Supplier 3,Kolkata,25,640,16,81.6,Pending,2.270021,Rail,Route B,452.46
haircare,SKU664,15.5,78,729,3851.25,Non-binary,19,19,75,8,Carrier A,558.11,Supplier 1,Delhi,15,482,13,71.66,Fail,1.880035,Road,Route C,637.33
haircare,SKU665,49.55,40,712,4281.67,Non-binary,21,28,8,3,Carrier B,65.79,Supplier 1,Chennai,24,679,22,29.15,Fail,0.882069,Sea,Route C,896.24
cosmetics,SKU666,34.47,94,750,9285.39,Male,71,9,2,6,Carrier B,751.44,Supplier 5,Bangalore,20,903,17,41.09,Fail,1.163838,Rail,Route C,872.07
cosmetics,SKU667,50.46,16,186,5223.93,Unknown,73,18,85,23,Carrier B,836.81,Supplier 1,Delhi,24,315,27,98.94,Pending,4.046159,Sea,Route A,834.52
skincare,SKU668,22.62,38,584,9158.41,Unknown,13,25,29,6,Carrier A,374.68,Supplier 2,Kolkata,15,986,19,29.8,Pending,4.841362,Sea,Route C,864.48
haircare,SKU669,51.59,96,745,2491.33,Unknown,82,10,7,28,Carrier B,658.89,Supplier 2,Mumbai,8,498,6,70.21,Pending,0.58652,Air,Route C,273.26
skincare,SKU670,39.52,71,370,8550.07,Female,80,6,47,6,Carrier C,256.7,Supplier 5,Delhi,10,736,20,64.23,Pass,4.77485,Air,Route B,961.22
haircare,SKU671,68.32,29,857,6271.68,Female,40,11,15,6,Carrier B,566.92,Supplier 5,Chennai,9,102,22,43.73,Pending,1.768269,Rail,Route A,132.93
haircare,SKU672,42.83,39,525,8757.09,Non-binary,90,14,90,13,Carrier C,475.63,Supplier 5,Bangalore,27,827,29,52.03,Fail,0.826078,Road,Route C,674.4
skincare,SKU673,26.37,39,990,3142.58,Female,47,10,19,20,Carrier B,564.51,Supplier 5,Kolkata,15,188,15,59.08,Fail,4.115646,Air,Route B,384.81
haircare,SKU674,64.21,93,717,4763.55,Non-binary,48,12,85,16,Carrier C,968.38,Supplier 3,Mumbai,21,734,14,94.3,Pending,4.239672,Rail,Route C,506.85
haircare,SKU675,17.11,91,727,2942.36,Non-binary,29,15,62,10,Carrier A,674.32,Supplier 4,Bangalore,11,529,3,51.6,Fail,3.003788,Rail,Route C,519.4
haircare,SKU676,27.36,33,601,9626.29,Male,64,5,6,27,Carrier C,476.35,Supplier 4,Delhi,23,526,23,82.54,Pass,3.171729,Road,Route C,272.3
haircare,SKU677,18.99,53,319,3527.26,Male,46,16,93,14,Carrier A,624.87,Supplier 3,Delhi,12,353,23,98.15,Pending,0.015857,Rail,Route C,991.24
haircare,SKU678,63.9,33,127,9364.86,Male,10,23,14,11,Carrier A,368.98,Supplier 2,Delhi,28,938,19,81.51,Pass,3.579866,Rail,Route C,709.82
haircare,SKU679,19.65,10,217,8346.37,Female,33,23,63,8,Carrier A,862.6,Supplier 5,Chennai,13,990,6,45.26,Pass,1.377397,Rail,Route C,673.56
skincare,SKU680,11.68,60,440,6787.45,Male,65,4,8,2,Carrier A,921.65,Supplier 5,Delhi,13,178,5,31.69,Fail,0.259381,Road,Route A,808.1
haircare,SKU681,88.09,53,758,6024.7,Female,28,13,12,21,Carrier A,549.0,Supplier 3,Chennai,12,442,7,35.28,Fail,4.492927,Rail,Route A,423.25
haircare,SKU682,96.68,95,634,9200.95,Unknown,66,14,82,7,Carrier A,817.2,Supplier 3,Bangalore,18,802,3,68.58,Pending,3.829806,Sea,Route C,875.99
skincare,SKU683,13.6,13,791,7952.6,Unknown,23,12,96,2,Carrier A,462.63,Supplier 2,Delhi,12,724,22,57.8,Fail,1.369036,Sea,Route B,835.98
